Вектор Мощи,Скорость перехода через портал,Приток Силы Потока,Ритм магического ядра,Поток Энергий,Пламя Стихий,Температура вдоха Истока,Температура выдоха Истока,Приток давления Выдоха Истока,Давление вдоха Истока,Давление выдоха Истока,Древний Ветер,Печать Чародея,Эмульсия Истока,Дыхание Истока,Гармония Бессмертия,Полная сила потока,Более полная сила потока,Общая сила ядра,Общее давление на выходе,Магическая производительность,Эффективность ядра,Магическая мощность,Степень износа,Расхождение в стабильности магии,Баланс угасания магии,Коэффициент сжатия,ΔТемпературы,Степень износа магических истоков
2.088,3.08664,6969.176,143.669220838866,6828.438,635.96,736,646.0925760368664,1.33,1.394603,7.272,0.1013,12.785,0.289,0.95,0.976,54.848,7024.024,1001256.085808925,8.602,10.68041522121785,3464553.9289358812,-248.6972391199999,0.9733606556379754,0.026000000000000023,0.008423398905981158,5.2143871768524805,-89.90742396313362,0.9733606556379754
3.144,4.6299600000000005,8379.307,145.22095817022915,7114.396,605.169,736,587.437,1.389,1.394603,7.567,1.02,13.052,0.258,0.95,0.976,120.706,8500.013,1216850.9913425085,8.956,17.945581388393187,4716476.7088017855,-302.30438848800003,0.9733606556379754,0.026000000000000023,0.005615599270714749,5.425916909686843,-148.563,0.9733606556379754
4.161,6.17328,14724.544,162.0502605759994,7794.646,660.568,736,646.0925760368664,1.657,1.394603,8.998,0.1013,18.066,0.358,0.95,0.976,227.59,14952.134,2386116.1920627686,10.655,17.24379887786486,6665129.026246524,-287.73460968000006,0.9733606556379754,0.026000000000000023,0.004211699453058804,6.452015376418951,-89.90742396313362,0.9733606556379754
5.14,7.7166,21636.777,201.51358613357783,8495.697,730.495,736,645.457,2.078,1.394603,11.185,1.026,26.316,0.521,0.95,0.976,350.628,21987.405,4360104.525642515,13.263,14.811132434777132,8368722.696363998,-38.03967661499997,0.9733606556379754,0.026000000000000023,0.0033693595624579593,8.020203599160478,-90.543,0.9733606556379754
6.175,9.25992,29792.983,241.6291063260415,8829.394,799.298,736,646.0925760368664,2.501,1.394603,13.342,0.1013,35.687,0.707,0.95,0.976,492.59,30285.573,7198851.857076947,15.843,13.097482317807993,10182251.564439494,709.000961298,0.9733606556379754,0.026000000000000023,0.002807799635387697,9.566880323647663,-89.90742396313362,0.9733606556379754
7.148,10.80324,38981.896,280.44851010938913,9132.932,853.701,736,646.0925760368664,2.963,1.394603,15.661,0.1013,45.799,0.907,0.95,0.976,664.416,39646.312,10932414.654439157,18.624,11.910959204860974,12053378.89000421,1988.2015255680003,0.9733606556379754,0.026000000000000023,0.002406685401764596,11.22971913870829,-89.90742396313362,0.9733606556379754
8.206,12.34656,50997.234,323.3309356716245,9318.935,951.073,736,741.605,3.575,1.394603,18.611,1.04,62.342,1.234,0.95,0.976,876.196,51873.43,16488983.38588478,22.186,10.005316044570073,13362223.164139837,5888.166219252,0.9733606556379754,0.026000000000000023,0.002105849726546458,13.345016467051915,5.605000000000018,0.9733606556379754
9.3,13.88988,72763.515,372.8443208477918,9779.311,1114.887,736,646.0925760368664,4.496,1.394603,22.784,0.1013,92.448,1.83,0.95,0.976,1289.926,74053.441,27129463.33267311,27.28,7.590098360240978,14824843.35037739,18914.9483688,0.9733606556379754,0.026000000000000023,0.0018718664235985363,16.337265874230873,-89.90742396313362,0.9733606556379754
1.138,1.54332,753.021,143.66356597208957,6697.838,473.665,736,646.0925760368664,1.117,1.394603,6.047,0.1013,0.0,0.088,0.95,0.977,17.716,770.737,108181.68211186885,7.164,17.53772725279804,1229337.2953288085,-165.38437871999997,0.9723643806578951,0.027000000000000024,0.017494751573394078,4.336000998133518,-89.90742396313362,0.9723643806578951
2.088,3.08664,6961.726,143.57675329509536,6830.364,635.133,736,646.0925760368664,1.33,1.394603,7.262,0.1013,13.192,0.289,0.95,0.977,54.518,7016.244,999542.016410051,8.591999999999999,10.68041522121785,3458622.8929556706,-250.46163729599985,0.9723643806578951,0.027000000000000024,0.008747375786980434,5.207216677434366,-89.90742396313362,0.9723643806578951
3.144,4.6299600000000005,8379.456,145.22106288998427,7116.987,604.338,736,646.0925760368664,1.389,1.394603,7.559,0.1013,13.018,0.258,0.95,0.977,120.712,8500.168,1216873.5067598561,8.948,17.945581388393187,4716563.977861239,-303.9527866080001,0.9723643806578951,0.027000000000000024,0.005831583858049932,5.420180510152352,-89.90742396313362,0.9723643806578951
4.161,6.17328,14724.616,162.0502605759994,7796.657,659.666,736,613.524,1.657,1.394603,8.989,1.022,18.023,0.357,0.95,0.977,227.602,14952.218,2386127.85968153,10.646,17.29210083549241,6683831.537851952,-290.1166797479998,0.9723643806578951,0.027000000000000024,0.004373687893561066,6.44556192694265,-122.476,0.9723643806578951
5.14,7.7166,21636.925,201.5137955730881,8496.61,729.497,736,646.0925760368664,2.078,1.394603,11.174,0.1013,26.26,0.52,0.95,0.977,350.564,21987.488999999998,4360138.881280239,13.251999999999999,14.839615381761611,8384882.462387981,-44.81243312000029,0.9723643806578951,0.027000000000000024,0.0034989503148601885,8.012316049800551,-89.90742396313362,0.9723643806578951
6.175,9.25992,29793.328,241.6279544087352,8830.433,798.166,736,646.0925760368664,2.501,1.394603,13.328,0.1013,35.613,0.705,0.95,0.977,492.44,30285.768,7198900.899668494,15.828999999999999,13.134638296009271,10211206.948435992,693.7380578700005,0.9723643806578951,0.027000000000000024,0.0029157919290564546,9.556841624462301,-89.90742396313362,0.9723643806578951
7.148,10.80324,38981.432,280.44851010938913,9133.432,852.658,736,646.0925760368664,2.962,1.394603,15.644,0.1013,45.717,0.905,0.95,0.977,664.216,39645.648,10932284.526330465,18.606,11.937281766636765,12079872.403450252,1964.3375669400004,0.9723643806578951,0.027000000000000024,0.002499250224909388,11.217529289697499,-89.90742396313362,0.9723643806578951
8.206,12.34656,50997.566,323.3328206272166,9319.306,950.027,736,646.0925760368664,3.574,1.394603,18.589,0.1013,62.245,1.232,0.95,0.977,876.268,51873.834,16489186.85990264,22.162999999999997,10.021558440745004,13384080.242341097,5843.967854032,0.9723643806578951,0.027000000000000024,0.002186843946798245,13.329241368332061,-89.90742396313362,0.9723643806578951
9.3,13.88988,72764.565,372.844530287302,9780.103,1113.985,736,646.0925760368664,4.495,1.394603,22.756,0.1013,92.342,1.828,0.95,0.977,1290.152,74054.717,27129870.058984857,27.251,7.598402625404901,14841285.589442411,18829.257761579996,0.9723643806578951,0.027000000000000024,0.0019438612860446338,16.317188475860156,-89.90742396313362,0.9723643806578951
1.138,1.54332,1341.723,145.72832538378393,6714.114,490.661,736,646.0925760368664,1.142,1.394603,6.185,0.1013,0.0,0.107,0.95,0.978,20.036,1361.759,195527.04591890672,7.327,14.423551388389205,1827355.567627768,-192.34307727099997,0.9713701430499622,0.028000000000000025,0.018142705335371635,4.4349538901034915,-89.90742396313362,0.9713701430499622
2.088,3.08664,6895.321,143.13546424702113,6830.317,633.651,736,646.0925760368664,1.326,1.394603,7.239,0.1013,15.319,0.289,0.95,0.978,52.962,6948.283,986964.972467234,8.565,10.68041522121785,3415103.709777591,-253.34294446500007,0.9713701430499622,0.028000000000000025,0.00907135266797971,5.190724528772704,-89.90742396313362,0.9713701430499622
3.144,4.6299600000000005,8379.548,145.22106288998427,7119.575,603.509,736,646.0925760368664,1.389,1.394603,7.552,0.1013,12.983,0.257,0.95,0.978,120.702,8500.25,1216886.867097642,8.940999999999999,18.0154085533014,4734968.352623133,-304.44272196699995,0.9713701430499622,0.028000000000000025,0.006047568445385115,5.415161160559672,-89.90742396313362,0.9713701430499622
4.161,6.17328,14724.731,162.05036529575457,7798.673,658.766,736,646.0925760368664,1.657,1.394603,8.98,0.1013,17.98,0.356,0.95,0.978,227.594,14952.324999999999,2386148.0374317216,10.637,17.340674152432396,6702663.02461083,-292.46754864800016,0.9713701430499622,0.028000000000000025,0.004535676334063327,6.439108477466347,-89.90742396313362,0.9713701430499622
5.14,7.7166,21636.973,201.51410973235343,8497.521,728.501,736,646.0925760368664,2.078,1.394603,11.162,0.1013,26.203,0.519,0.95,0.978,350.6,21987.573,4360155.351397969,13.24,14.868208089620769,8401070.039610524,-51.529828440000166,0.9713701430499622,0.028000000000000025,0.0036285410672624177,8.003711450498816,-89.90742396313362,0.9713701430499622
6.175,9.25992,29793.658,241.6266977716737,8831.471,797.037,736,646.0925760368664,2.5,1.394603,13.315,0.1013,35.54,0.704,0.95,0.978,492.576,30286.234,7198943.197078608,15.815,13.153295452677089,10225771.585306862,679.5713091200004,0.9713701430499622,0.028000000000000025,0.0030237842227252123,9.547519975218753,-89.90742396313362,0.9713701430499622
7.148,10.80324,38981.087,280.4486148291443,9133.933,851.618,736,646.0925760368664,2.961,1.394603,15.627,0.1013,45.636,0.904,0.95,0.978,664.394,39645.481,10932191.853684364,18.588,11.950486724341761,12093132.580171516,1942.7930751360009,0.9713701430499622,0.028000000000000025,0.0025918150480541803,11.205339440686705,-89.90742396313362,0.9713701430499622
8.206,12.34656,50997.769,323.33449614329857,9319.674,948.984,736,646.0925760368664,3.574,1.394603,18.568,0.1013,62.148,1.23,0.95,0.978,876.104,51873.873,16489337.944047332,22.142000000000003,10.0378536577205,13405965.807078646,5800.546825440001,0.9713701430499622,0.028000000000000025,0.0022678381670500317,13.314183319554024,-89.90742396313362,0.9713701430499622
9.3,13.88988,72765.436,372.8447397268122,9780.887,1113.084,736,646.0925760368664,4.494,1.394603,22.729,0.1013,92.235,1.826,0.95,0.978,1290.08,74055.516,27130210.046528008,27.223,7.60672508173019,14857727.297394432,18744.543218632003,0.9713701430499622,0.028000000000000025,0.0020158561484907313,16.297828127431245,-89.90742396313362,0.9713701430499622
1.138,1.54332,1836.145,146.99658633803807,6725.143,505.147,736,646.0925760368664,1.163,1.394603,6.293,0.1013,0.0,0.124,0.95,0.979,21.494,1857.639,269907.04702165694,7.456,12.446129022220864,2176669.732290242,-213.43375603200002,0.9703779365709522,0.029000000000000026,0.018790659097349196,4.512395283819123,-89.90742396313362,0.9703779365709522
2.088,3.08664,6846.147,142.86602031709825,6831.294,632.165,736,646.0925760368664,1.324,1.394603,7.222,0.1013,16.581,0.288,0.95,0.979,52.036,6898.183,978081.7763958412,8.546000000000001,10.717499996278647,3396117.277973019,-255.5636860800001,0.9703779365709522,0.029000000000000026,0.009395329548978985,5.178534679761911,-89.90742396313362,0.9703779365709522
3.144,4.6299600000000005,8379.616,145.22116760973938,7122.162,602.68,736,586.986,1.388,1.394603,7.544,1.02,12.949,0.256,0.95,0.979,120.716,8500.332,1216897.619641254,8.931999999999999,18.085781242935244,4753506.32486681,-304.8484454400001,0.9703779365709522,0.029000000000000026,0.006263553032720297,5.40942476102518,-149.014,0.9703779365709522
4.161,6.17328,14724.795,162.0504700155097,7800.688,657.869,736,646.0925760368664,1.657,1.394603,8.971,0.1013,17.937,0.355,0.95,0.979,227.582,14952.377,2386159.950632027,10.628,17.389521121862106,6721577.323830618,-294.78357513999987,0.9703779365709522,0.029000000000000026,0.004697664774565589,6.4326550279900445,-89.90742396313362,0.9703779365709522
5.14,7.7166,21637.374,201.51410973235343,8498.442,727.51,736,646.0925760368664,2.077,1.394603,11.151,0.1013,26.147,0.518,0.95,0.979,350.566,21987.94,4360236.158555971,13.228,14.896911194035344,8417444.319911635,-58.17436296000006,0.9703779365709522,0.029000000000000026,0.003758131819664647,7.99582390113889,-89.90742396313362,0.9703779365709522
6.175,9.25992,29793.951,241.6252316951021,8832.506,795.911,736,646.0925760368664,2.5,1.394603,13.301,0.1013,35.467,0.702,0.95,0.979,492.508,30286.459000000003,7198970.313487519,15.801,13.190769228890204,10254943.46504562,664.5509051219993,0.9703779365709522,0.029000000000000026,0.00313177651639397,9.537481276033395,-89.90742396313362,0.9703779365709522
7.148,10.80324,38980.696,280.44851010938913,9134.434,850.58,736,646.0925760368664,2.961,1.394603,15.61,0.1013,45.555,0.902,0.95,0.979,664.308,39645.004,10932078.116227025,18.570999999999998,11.976984477607873,12119820.526624216,1919.3343923600005,0.9703779365709522,0.029000000000000026,0.0026843798711989725,11.19314959167591,-89.90742396313362,0.9703779365709522
8.206,12.34656,50997.922,323.3355433408497,9320.04,947.943,736,646.0925760368664,3.573,1.394603,18.547,0.1013,62.051,1.228,0.95,0.979,875.992,51873.914,16489440.819124272,22.12,10.054201953578648,13427883.402102185,5757.084008479999,0.9703779365709522,0.029000000000000026,0.0023488323873018186,13.299125270775985,-89.90742396313362,0.9703779365709522
9.3,13.88988,72766.645,372.8447397268122,9781.672,1112.188,736,646.0925760368664,4.493,1.394603,22.701,0.1013,92.129,1.824,0.95,0.979,1289.758,74056.403,27130660.81581834,27.194000000000003,7.6150657890561915,14874265.797330543,18659.623004928006,0.9703779365709522,0.029000000000000026,0.002087851010936829,16.27775072906053,-89.90742396313362,0.9703779365709522
1.138,1.54332,2208.183,147.6641747769259,6732.248,515.967,736,646.0925760368664,1.178,1.394603,6.372,0.1013,0.0,0.136,0.95,0.98,22.286,2230.469,326069.5204514366,7.55,11.347941168126512,2397570.0015564673,-225.92988440000005,0.9693877550031237,0.030000000000000027,0.019438612859326753,4.569042229222223,-89.90742396313362,0.9693877550031237
2.088,3.08664,6838.593,142.92110290829118,6834.172,630.902,736,646.0925760368664,1.324,1.394603,7.214,0.1013,16.216,0.287,0.95,0.98,52.226,6890.8189999999995,977379.2539009197,8.538,10.754843201827581,3405502.6256458866,-257.5327697879999,0.9693877550031237,0.030000000000000027,0.00971930642997826,5.172798280227419,-89.90742396313362,0.9693877550031237
3.144,4.6299600000000005,8379.729,145.22116760973938,7124.753,601.855,736,646.0925760368664,1.388,1.394603,7.537,0.1013,12.915,0.256,0.95,0.98,120.722,8500.451,1216914.0296331937,8.925,18.085781242935244,4753570.4263977995,-306.49449599999997,0.9693877550031237,0.030000000000000027,0.00647953762005548,5.404405411432501,-89.90742396313362,0.9693877550031237
4.161,6.17328,14724.872,162.0504700155097,7802.704,656.974,736,646.0925760368664,1.656,1.394603,8.962,0.1013,17.894,0.354,0.95,0.98,227.596,14952.467999999999,2386172.428518218,10.618,17.43864406287044,6740600.078655814,-297.04071607199984,0.9693877550031237,0.030000000000000027,0.004859653215067851,6.426201578513742,-89.90742396313362,0.9693877550031237
5.14,7.7166,21637.135,201.51452861137392,8499.345,726.517,736,646.0925760368664,2.077,1.394603,11.139,0.1013,26.09,0.516,0.95,0.98,350.658,21987.792999999998,4360197.060025659,13.216,14.954651159892508,8449994.300737713,-64.66890124799964,0.9693877550031237,0.030000000000000027,0.003887722572066876,7.987219301837153,-89.90742396313362,0.9693877550031237
6.175,9.25992,29794.302,241.62449865681623,8833.546,794.789,736,646.0925760368664,2.5,1.394603,13.287,0.1013,35.393,0.701,0.95,0.98,492.472,30286.774,7199033.283579777,15.787,13.209586303393781,10269662.314625978,650.5994620429999,0.9693877550031237,0.030000000000000027,0.0032397688100627275,9.527442576848035,-89.90742396313362,0.9693877550031237
7.148,10.80324,38980.287,280.4487195488994,9134.934,849.545,736,646.0925760368664,2.96,1.394603,15.592,0.1013,45.473,0.9,0.95,0.98,664.388,39644.674999999996,10931971.576798609,18.552,12.003599998666267,12146635.08398216,1895.8381559999993,0.9693877550031237,0.030000000000000027,0.0027769446943437647,11.180242692723306,-89.90742396313362,0.9693877550031237
8.206,12.34656,50998.05,323.3362763791356,9320.404,946.906,736,646.0925760368664,3.572,1.394603,18.525,0.1013,61.954,1.226,0.95,0.98,876.008,51874.058000000005,16489519.589596977,22.096999999999998,10.070603588085595,13449852.84523001,5713.637995331997,0.9693877550031237,0.030000000000000027,0.0024298266075536055,13.283350172056132,-89.90742396313362,0.9693877550031237
9.3,13.88988,72767.018,372.84547276509807,9782.442,1111.29,736,646.0925760368664,4.492,1.394603,22.674,0.1013,92.023,1.822,0.95,0.98,1289.688,74056.70599999999,27130853.2279164,27.166,7.623424807484993,14890698.807040246,18575.52347108,0.9693877550031237,0.030000000000000027,0.0021598458733829264,16.25839038063162,-89.90742396313362,0.9693877550031237
1.138,1.54332,2951.927,148.4065331209692,6740.109,538.322,736,564.943,1.207,1.394603,6.528,1.019,0.0,0.162,0.95,0.981,23.166,2975.0930000000003,438085.25209618325,7.734999999999999,9.526666660786008,2704229.94954173,-247.70437145999998,0.9683995921540877,0.031000000000000028,0.02008656662130431,4.680902020144801,-171.05700000000002,0.9683995921540877
2.088,3.08664,6804.076,142.81240380247698,6836.062,629.367,736,579.931,1.323,1.394603,7.2,1.019,16.701,0.286,0.95,0.981,51.83,6855.906,971706.4492147424,8.523,10.79244754867397,3397574.9960663808,-259.92625487400005,0.9683995921540877,0.031000000000000028,0.010043283310977535,5.16275958104206,-156.06899999999996,0.9683995921540877
3.144,4.6299600000000005,8379.829,145.22127232949452,7127.343,601.03,736,646.0925760368664,1.388,1.394603,7.53,0.1013,12.881,0.255,0.95,0.981,120.728,8500.556999999999,1216929.4292835956,8.918,18.156705875232664,4772272.269828895,-306.93392730000005,0.9683995921540877,0.031000000000000028,0.0066955222073906626,5.399386061839821,-89.90742396313362,0.9683995921540877
4.161,6.17328,14724.969,162.0505747352648,7804.726,656.081,736,646.0925760368664,1.656,1.394603,8.953,0.1013,17.852,0.353,0.95,0.981,227.604,14952.572999999999,2386189.6894089575,10.609,17.488045320824916,6759744.160716666,-299.29481686299994,0.9683995921540877,0.031000000000000028,0.005021641655570112,6.419748129037439,-89.90742396313362,0.9683995921540877
5.14,7.7166,21637.62,201.51463333112903,8500.268,725.531,736,646.0925760368664,2.077,1.394603,11.128,0.1013,26.034,0.515,0.95,0.981,350.672,21988.291999999998,4360297.060458304,13.205,14.983689317478895,8466596.23225562,-71.19521967500035,0.9683995921540877,0.031000000000000028,0.004017313324469105,7.979331752477228,-89.90742396313362,0.9683995921540877
6.175,9.25992,29794.58,241.62303258024457,8834.58,793.671,736,646.0925760368664,2.499,1.394603,13.273,0.1013,35.321,0.699,0.95,0.981,492.63,30287.210000000003,7199056.774054703,15.772,13.247381972353736,10299079.789735043,635.8013213880006,0.9683995921540877,0.031000000000000028,0.003347761103731485,9.517403877662675,-89.90742396313362,0.9683995921540877
7.148,10.80324,38979.934,280.4487195488994,9135.434,848.513,736,698.909,2.96,1.394603,15.575,1.035,45.392,0.899,0.95,0.981,664.116,39644.05,10931872.57840061,18.535,12.01695216774005,12160036.237135269,1874.8001810450005,0.9683995921540877,0.031000000000000028,0.0028695095174885565,11.16805284371251,-37.09100000000001,0.9683995921540877
8.206,12.34656,50998.096,323.3365905384009,9320.766,945.871,736,646.0925760368664,3.571,1.394603,18.504,0.1013,61.857,1.225,0.95,0.981,876.108,51874.204,16489550.484590061,22.075000000000003,10.078824488973156,13460857.53734202,5675.305348125001,0.9683995921540877,0.031000000000000028,0.0025108208278053924,13.268292123278094,-89.90742396313362,0.9683995921540877
9.3,13.88988,72767.717,372.84599636387367,9783.213,1110.396,736,646.0925760368664,4.49,1.394603,22.647,0.1013,91.917,1.82,0.95,0.981,1289.602,74057.319,27131151.94798939,27.137,7.631802197382868,14907226.344230035,18491.17133864,0.9683995921540877,0.031000000000000028,0.002231840735829024,16.239030032202713,-89.90742396313362,0.9683995921540877
1.138,1.54332,3774.812,148.5853944627136,6744.353,562.543,736,646.0925760368664,1.236,1.394603,6.688,0.1013,0.0,0.191,0.95,0.982,23.398,3798.21,560881.9300425848,7.9239999999999995,8.080209419853293,2936554.6060153367,-262.524394188,0.9674134418566789,0.03200000000000003,0.02073452038328187,4.795630010834624,-89.90742396313362,0.9674134418566789
2.088,3.08664,6606.714,142.30660738524904,6835.649,624.597,736,578.975,1.316,1.394603,7.155,1.019,18.868,0.282,0.95,0.982,50.064,6656.778,940179.0553046282,8.471,10.945531911012223,3333968.280039828,-266.12193726600003,0.9674134418566789,0.03200000000000003,0.01036726019197681,5.1304923336605475,-157.02499999999998,0.9674134418566789
3.144,4.6299600000000005,8379.928,145.22127232949452,7129.934,600.208,736,646.0925760368664,1.388,1.394603,7.522,0.1013,12.847,0.254,0.95,0.982,120.73,8500.658,1216943.8061895564,8.91,18.2281889692015,4791117.345316711,-307.31630688000007,0.9674134418566789,0.03200000000000003,0.0069115067947258454,5.39364966230533,-89.90742396313362,0.9674134418566789
4.161,6.17328,14725.068,162.0506794550199,7806.748,655.19,736,646.0925760368664,1.656,1.394603,8.943,0.1013,17.809,0.353,0.95,0.982,227.588,14952.655999999999,2386207.2744213706,10.599,17.488045320824916,6759793.97661584,-302.3463320699998,0.9674134418566789,0.03200000000000003,0.005183630096072374,6.412577629619325,-89.90742396313362,0.9674134418566789
5.14,7.7166,21637.728,201.5148427706393,8501.181,724.546,736,646.0925760368664,2.076,1.394603,11.116,0.1013,25.977,0.514,0.95,0.982,350.576,21988.304,4360323.355833859,13.192,15.012840464005283,8483119.367676161,-77.66600035199967,0.9674134418566789,0.03200000000000003,0.004146904076871335,7.970727153175491,-89.90742396313362,0.9674134418566789
6.175,9.25992,29794.844,241.621671223428,8835.613,792.556,736,646.0925760368664,2.499,1.394603,13.259,0.1013,35.248,0.698,0.95,0.982,492.492,30287.336,7199080.001121326,15.758000000000001,13.266361029618,10313868.194971262,622.0641947040004,0.9674134418566789,0.03200000000000003,0.0034557533974002427,9.507365178477317,-89.90742396313362,0.9674134418566789
7.148,10.80324,38979.558,280.4487195488994,9135.933,847.483,736,646.0925760368664,2.959,1.394603,15.558,0.1013,45.312,0.897,0.95,0.982,664.304,39643.861999999994,10931767.129682058,18.517,12.043745818055324,12187031.358376093,1851.7046477669992,0.9674134418566789,0.03200000000000003,0.0029620743406333487,11.155862994701717,-89.90742396313362,0.9674134418566789
8.206,12.34656,50998.04,323.3365905384009,9321.126,944.838,736,646.0925760368664,3.57,1.394603,18.482,0.1013,61.761,1.223,0.95,0.982,876.062,51874.102,16489532.377740992,22.052,10.095306622232599,13482855.581678418,5632.276489448,0.9674134418566789,0.03200000000000003,0.0025918150480571792,13.252517024558243,-89.90742396313362,0.9674134418566789
9.3,13.88988,72768.206,372.8466246824044,9783.976,1109.503,736,646.0925760368664,4.489,1.394603,22.619,0.1013,91.811,1.817,0.95,0.982,1289.93,74058.136,27131379.991293892,27.108,7.644402861439493,14931964.771491854,18396.978411707994,0.9674134418566789,0.03200000000000003,0.0023038355982751215,16.218952633831993,-89.90742396313362,0.9674134418566789
1.138,1.54332,4053.735,148.480779427349,6746.47,570.474,736,569.653,1.245,1.394603,6.73,1.019,0.0,0.2,0.95,0.983,23.296,4077.031,601901.7323919246,7.9750000000000005,7.716599996141699,3009508.6604548683,-264.01397,0.966429297968827,0.03300000000000003,0.021382474145259428,4.825746108390703,-166.34699999999998,0.966429297968827
2.088,3.08664,6563.076,142.23393187519596,6837.777,622.744,736,646.0925760368664,1.314,1.394603,7.139,0.1013,19.074,0.28,0.95,0.983,49.816,6612.892,933492.1046757336,8.453,11.023714281777243,3333900.372651227,-268.05883104,0.966429297968827,0.03300000000000003,0.010691237072976086,5.119019534591565,-89.90742396313362,0.966429297968827
3.144,4.6299600000000005,8380.079,145.2213770492496,7132.53,599.387,736,586.387,1.388,1.394603,7.515,1.02,12.813,0.254,0.95,0.983,120.726,8500.805,1216966.6121614985,8.902999999999999,18.2281889692015,4791207.132607786,-308.9314469060001,0.966429297968827,0.03300000000000003,0.0071274913820610275,5.38863031271265,-149.61300000000006,0.966429297968827
4.161,6.17328,14725.087,162.0506794550199,7808.765,654.301,736,646.0925760368664,1.656,1.394603,8.934,0.1013,17.767,0.352,0.95,0.983,227.604,14952.690999999999,2386210.3533842806,10.59,17.537727267744966,6779006.683824943,-304.5477283199998,0.966429297968827,0.03300000000000003,0.005345618536574635,6.406124180143022,-89.90742396313362,0.966429297968827
